id,user_id,rdv,asofright,ovr55,clusteros,phased,stalled,name,status,descr,prj_url,address,state,zip_code,height,stories,year_compl,prjarea,singfamhu,smmultifam,lgmultifam,hu,gqpop,rptdemp,commsf,hotelrms,onsitepark,total_cost,ret_sqft,ofcmd_sqft,indmf_sqft,whs_sqft,rnd_sqft,ei_sqft,other_sqft,hotel_sqft,latitude,longitude,mixed_use,created_at,updated_at,municipal,devlper,yrcomp_est,units_1bd,units_2bd,units_3bd,affrd_unit,aff_u30,aff_30_50,aff_50_80,aff_80p,headqtrs,park_type,publicsqft,unknownhu,aff_unknown,unk_sqft,loc_id,parcel_fy,rpa_name,county,nhood,n_transit,mepa_id,traffic_count_data,mepa_id_present,traffic_count_data_present
612,362,false,false,false,false,false,false,Beth Israel Deaconess Medical Center New Inpatient Building,planning,"Proposed new 10-story inpatient building for Beth Israel. The new inpatient building would be part of Beth Israels West Campus, in the heart of the Longwood Medical Area. ",,Emergency Parking,MA,,,10,2022,345000,0,0,0,0,,,345000,,0,,,345000.0,,,,,,,42.3374524529992,-71.1096663635976,false,2018-04-24 19:36:42 UTC,2018-10-02 05:37:07 UTC,Boston,,false,,,,,,,,,false,,,,,,M_232171_898631,2017,Metropolitan Area Planning Council,Suffolk,Longwood Medical Area,"[""Rapid Transit: Longwood Station""]",,,,
2109,1,true,false,false,false,false,false,CANA Parcel 6a - City Square Place,planning, Seven unit condo project with one affordable.,,6 Harvard St,MA,"=""02129""",,,2027,,0,0,7,7,0,,0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3718928395587,-71.0629663136728,false,2011-03-19 07:00:00 UTC,2020-01-10 17:28:11 UTC,Boston,,true,,,,1,,,,1,false,,,,,,M_235996_902469,2017,Metropolitan Area Planning Council,Suffolk,Charlestown,"[""Rapid Transit: Community College""]",,,,
1928,1,true,false,false,false,false,false,170 West Broadway,completed," Proposed project includes 33 luxury condominiums (16 1BRs, 17 2BRs, 8 penthouses with rooftop decks, 4 are designated affordable), 39 private heated underground parking spaces and 5170 SF of ground floor retail/restaurant space",,170 West Broadway,MA,"=""02127""",59,5,2017,,0,0,33,33,0,0,5170,0,39,17000000,5170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3405413446704,-71.0529135659325,true,2014-12-08 21:48:09 UTC,2020-01-30 17:04:09 UTC,Boston,,false,16,17,,4,0,0,4,0,false,underground,0,,,,M_236842_898991,2017,Metropolitan Area Planning Council,Suffolk,South Boston,"[""Rapid Transit: Broadway""]",,,,
2090,1,false,false,false,false,false,false,USPS New South Boston General Mail Facility,projected, Fed. Facility No Official BRA review,,525 E St,MA,"=""02210""",,,2035,,0,0,0,0,,1974,700000,,,,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,,42.3428595163417,-71.0409809277644,false,2011-03-19 07:00:00 UTC,2018-09-26 05:32:23 UTC,Boston,VTT Management,false,,,,,,,,,false,,,,,,M_237824_899253,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: Silver Line Way""]",,,,
2059,1,false,false,false,false,false,false,Northeastern 2000 IMP- 0 Huntington Avenue,completed," Year 2000 Institutional Master Plan project for Northeastern Universtiy which includes 190,000 square feet of potential developent. Jfitzgerald_BRA",,0 Huntington Ave,MA,"=""02115""",,,2000,,,,,0,0,10,190000,0,0,35000000,0.0,0.0,0.0,0.0,0.0,190000.0,0.0,,42.3404348264112,-71.09001947089,false,2012-08-22 04:00:00 UTC,2018-04-24 20:58:37 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233784_898964,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Northeastern""]",,,,
1926,1,true,false,false,false,true,false,148 Dorchester Avenue,completed, Proposal resulted in the construction of 52 condominium units and 49 parking spaces in a 6-story building.,,148 Dorchester Avenue,MA,"=""02127""",,6,2015,,0,0,52,52,0,,0,,49,11288000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3417210765106,-71.0567290402703,false,2014-12-08 21:25:59 UTC,2018-04-24 20:51:26 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236527_899120,2017,Metropolitan Area Planning Council,Suffolk,South Boston,"[""Rapid Transit: Broadway""]",,,,
1931,1,true,false,false,false,false,false,Danker & Donohue Garage Renovations,planning," The first and second floors of the Danker & Donohue parking garage are being converted into approximately 10,000 square feet of retail space.   Parking will continue to be offered in the basement of the seven-story building and its upper floors.",,337 Public Alley 430,MA,"=""02115""",,2,2027,,,,,0,,,10000,,,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3487433917545,-71.0866021492006,false,2016-01-19 18:50:59 UTC,2018-04-24 20:51:39 UTC,Boston,,true,,,,,,,,,false,garage,,,,,M_234061_899888,2017,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Hynes Convention Center""]",,,,
1934,1,true,false,false,false,false,false,The Boston Conservatory - 132 Ipswich Street,completed," The development program for the new building includes an orchestra rehearsal hall, dance and theater studios, music practice rooms and other academic support spaces currently located in leased facilities on Boylston Street and Massachusetts Avenue.",http://www.bostonredevelopmentauthority.org/projects/development-projects/boston-conservatory-132-ipswich-street,138 Ipswich St,MA,"=""02215""",,,2016,,,,,0,,,20000,,0,10000000,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,,42.3472200445927,-71.0938180354061,false,2014-12-09 20:27:26 UTC,2018-04-24 20:51:45 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233468_899716,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Kenmore""]",,,,
1933,1,true,false,false,false,false,false,Hotel Commonwealth Expansion,completed," Proposal calls for a 134,000 SF expansion of the existing Hotel Commonwealth, to allow for an additional 96 hotel rooms.",,Private Alley 939,MA,"=""02215""",,,2015,134000,,,,0,,,134000,96,0,40000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134000.0,42.3484881071727,-71.0956511361247,false,2014-12-09 20:13:24 UTC,2018-04-24 20:51:43 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233316_899843,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Kenmore""]",,,,
2064,1,false,false,false,false,false,false,Turnpike Air Rights Parcel 12,projected," Proposals: Parcel 12, Samuels and Company, on hold ",https://www.bldup.com/projects/massdot-air-rights-parcel-12,1081 Boylston St,MA,"=""02215""",,,2027,,,,150,150,,0,395000,0,150,,70000.0,325000.0,0.0,0.0,0.0,0.0,0.0,,42.3473681533151,-71.088721452596,true,2011-03-19 07:00:00 UTC,2020-01-09 15:52:13 UTC,Boston,,true,,,,,,,,,false,,,,,,M_233888_899734,2017,Metropolitan Area Planning Council,Suffolk,Fenway,"[""Rapid Transit: Hynes Convention Center""]",,,,
1935,1,true,false,false,false,false,false,59 Temple Place,completed,"135,500 SF hotel with retail Proposal calls for the rehabilitation of two buildings located at 59-63 Temple Place and 501-507 Washington Street for the provision of a new, 243-room boutique hotel with ground floor retail.",,59 Temple Place,MA,"=""02111""",,,2017,,,,,0,,,135500,243,,60000000,8130.0,0.0,0.0,0.0,0.0,0.0,0.0,135500.0,42.354669407247,-71.0616794312933,true,2014-12-09 20:46:20 UTC,2018-04-24 20:51:47 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236112_900556,2017,Metropolitan Area Planning Council,Suffolk,Downtown,"[""Rapid Transit: Downtown Crossing""]",,,,
2067,1,true,false,false,false,false,false,202 Maverick Street - Maverick Shipyard Apartments,in_construction," The proposed development is a 23 unit, 22,700 square foot development with 20 parking spaces on 8,050 square feet of land. The project has been approved for construction.***The development is currently, Feb. 2021, is still under construction.https://www.bldup.com/projects/maverick-shipyard-apartments",,202 Maverick Street,MA,"=""02128""",,,2022,22700,0,0,23,23,0,,0,0,20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3690540060508,-71.0358016088807,true,2015-11-24 17:53:00 UTC,2021-03-04 15:54:57 UTC,Boston,,true,7,11,5,3,0,0,3,0,false,,0,,0,,M_238235_902165,2017,Metropolitan Area Planning Council,Suffolk,East Boston,"[""Rapid Transit: Maverick""]",,,,
4638,483,false,false,false,false,false,false,606 East Fourth,completed,14 Units built in 2012,,606 East Fourth Street,MA,"=""02127""",,,2012,,0,0,14,14,0,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3348961636648,-71.0405336247491,false,2019-04-08 13:50:55 UTC,2019-04-08 13:50:55 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,0,0,M_237864_898371,,Metropolitan Area Planning Council,Suffolk,South Boston,[],,,,
201,1,true,false,false,false,false,true,One Dalton-Four Seasons,completed,"Tallest residential & commercial tower in New England 740 feet and 61 stories tall and will consist of 712,500 square feet of residential, hotel and retail space. One Dalton's upper floors will contain 180 private luxury condominium residences. Underneath will be a Four Seasons luxury hotel with 215 rooms. A new 5,000 square foot park will be constructed at One Dalton's ground level.",http://www.onedalton.com/,1 Dalton St,MA,"=""02115""",740,61,2019,712500,0,0,180,180,0,,0,215,0,750000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3457623789498,-71.0840121759749,true,2014-12-09 16:16:00 UTC,2020-01-09 14:58:17 UTC,Boston,Pritzker Realty Group,false,,,,0,0,0,0,0,false,,5000,,,,M_234281_899553,2017,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Prudential""]",,,,
1665,1,true,false,false,false,false,false,888 Boylston Street,completed,888 is the first new Back Bay office building since 111 Huntington Avenue opened in 2001. A new entrance to the Prudential Center has been built as part of the project.,,880 Boylston Street,MA,"=""02199""",242,17,2016,425000,0,0,0,0,0,1654,425000,0,0,275000000,60000.0,365000.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3481873031841,-71.0829735241287,false,2011-03-19 07:00:00 UTC,2020-01-09 14:55:02 UTC,Boston,Boston Properties,false,,,,0,0,0,0,0,false,,0,0,,,M_234497_899730,2017,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Prudential""]",,,,
1957,1,false,false,false,false,false,false,386-388 Market Street,completed,"New construction of a 4-story building consisting of 17 units, 17 parking spaces and 612 SF of commercial space at grade",http://www.bostonplans.org/projects/development-projects/386-388-market-street,386-388 Market Street,MA,"=""02135""",,4,2020,,0,0,17,17,0,,612,0,17,6000000,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3501503710007,-71.1525681792763,false,2015-10-13 21:31:44 UTC,2022-03-01 22:02:13 UTC,Boston,,false,,,,3,0,0,0,3,false,,0,,0,,M_228626_900020,2017,Metropolitan Area Planning Council,Suffolk,Brighton,"[""MBTA Key Bus Route: 57"", ""MBTA Key Bus Route: 66""]",,,false,false
1958,1,false,false,false,false,false,false,40 Fisher Avenue,completed, The proposed project will consist of the construction of a new fifteen (15) unit residential building with ten (10) on site parking spaces.,,40 Fisher Avenue,MA,"=""02120""",,,2017,,0,0,15,15,0,,0,0,10,3500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3301578231096,-71.1008340179714,false,2015-10-15 18:32:55 UTC,2020-02-17 21:46:42 UTC,Boston,,false,,,,2,0,0,2,0,false,,0,,,,M_232899_897818,2017,Metropolitan Area Planning Council,Suffolk,Mission Hill,"[""Rapid Transit: Roxbury Crossing""]",,,,
1959,1,false,false,false,false,false,false,Roxbury Latin Athletic Facilities Expansion,completed,Expansion of athletic complex at Roxbury Latin. ,http://www.bostonplans.org/getattachment/a44f07a4-54a3-41e0-83eb-a86ac2583002,101 St Theresa Ave,MA,"=""02132""",,,2016,,0,0,0,0,0,,47580,0,,30000000,0.0,0.0,0.0,0.0,0.0,47580.0,0.0,0.0,42.2756045375299,-71.1564341388927,false,2015-10-15 14:23:09 UTC,2019-12-13 17:37:48 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,,,M_228340_891738,2017,Metropolitan Area Planning Council,Suffolk,West Roxbury,"[""Commuter Rail: West Roxbury""]",,,,
2484,1,true,false,false,false,false,false,Back Bay/South End Gateway Project,projected,"145 and 165 Dartmouth Street Transformation of the project site into a mixed-use office, retail, restaurant, commercial and residential development of approximately 1.26 million SF constructed on the Parcels, in and over the existing Garage and Station.",,145 Dartmouth Street,MA,"=""02116""",,,2027,1260000,0,0,600,600,0,3400,675000,,0,,100000.0,575000.0,0.0,0.0,0.0,0.0,0.0,,42.3479090156894,-71.0756058293495,true,2016-03-29 21:18:38 UTC,2020-01-09 15:30:57 UTC,Boston,,false,,,,78,,,,78,false,,,,,,M_235016_899795,2017,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Back Bay""]",,,,
4639,483,false,false,false,false,false,false,348-350 Bremen Street,completed,East Boston 14 units,,350 Bremen Street,MA,"=""02128""",,,2013,,0,0,14,14,0,,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3776682759275,-71.0289558484743,false,2019-04-08 13:53:55 UTC,2019-04-08 13:53:55 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,,0,M_238794_903127,,Metropolitan Area Planning Council,Suffolk,East Boston,"[""Rapid Transit: Airport""]",,,,
2093,1,false,false,false,false,false,false,Mattapan Heights 5A,completed, Residential development project will include up to 60 new affordable rental housing units.,http://www.env.state.ma.us/mepa/mepadocs/2010/072110em/nps/enf/14628.pdf,Neponset Trail,MA,"=""02126""",,,2011,,0,,60,60,0,,0,,60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2696474377503,-71.084460596349,false,2014-12-04 18:42:56 UTC,2018-04-24 21:00:30 UTC,Boston,,false,,,,60,,,,,false,,,,,,M_234171_891183,2017,Metropolitan Area Planning Council,Suffolk,Mattapan,"[""Rapid Transit: Valley Road""]",,,,
2098,1,true,false,false,false,false,false,'The Pinnacle at Central Wharf' - Harbor Garage Site,projected,"Proposed project includes demo of existing garage and retail spaces, construction of ~200 units, underground 1100 parking spaces. Project must comply with MA Chapter 91 regulations. Includes 28k sf open space, 538k sf of office space, and 42k sf of commercial/retail space. ""the Project will comply with   the   applicable   Inclusionary   Development   Policy   by   providing   a   to-be-determined combination   of   on-site   affordable   units,   off-site   affordable   units   in   the   surrounding   neighborhood,  and/or  a  monetary  contribution  to  an  affordable  housing  fund  to  support  affordability city-wide.""",http://www.bostonplans.org/projects/development-projects/harbor-garage-redevelopment,270 Atlantic Ave,MA,"=""02110""",585,,2035,,0,0,200,200,,3000,580000,,1100,,42000.0,538000.0,0.0,0.0,0.0,0.0,0.0,,42.3584168109954,-71.0509117228528,true,2011-03-19 07:00:00 UTC,2020-01-23 18:09:56 UTC,Boston,RHDC 70 East India LLC,true,,,,,,,,,false,underground,28000,,,,M_236996_900977,2017,Metropolitan Area Planning Council,Suffolk,Downtown,"[""Rapid Transit: Aquarium""]",,,,
2101,1,false,false,false,false,false,false,Sullivan Square Parcel F,projected,,,16 Sever St,MA,"=""02129""",,,2035,,,,101,101,,50,25250,,,,25250.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3839807624182,-71.0749751272513,true,2011-03-19 07:00:00 UTC,2018-04-24 21:00:47 UTC,Boston,,true,,,,,,,,,false,,,,,,M_235000_903806,2017,Metropolitan Area Planning Council,Suffolk,Charlestown,"[""Rapid Transit: Sullivan Square""]",,,,
2106,1,false,false,false,false,false,false,Emerald Court,completed," Proposal for approximately 259residential condominium units and approximately 3,600 square feet of retail space with associated parking located between D Street, C Street, West First Street and West Second Street.",,320 D St,MA,"=""02127""",,,2014,,0,0,259,259,0,7,3670,0,,,3670.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3410367178834,-71.0498562945308,true,2011-03-19 07:00:00 UTC,2018-04-24 23:00:50 UTC,Boston,Green Company,false,,,,,,,,,false,,,,,,M_237106_899034,2017,Metropolitan Area Planning Council,Suffolk,South Boston,"[""Rapid Transit: Broadway""]",,,,
2108,1,false,false,false,false,false,false,601 Albany Street,completed, A 40 unit condo project in 6 story building with 28 parking spaces. UPDATE: completion updated/confirmed,,601 Albany Street,MA,"=""02118""",,6,2009,,0,0,0,0,0,2,1200,0,28,,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3371328493765,-71.0688209661605,true,2011-03-19 07:00:00 UTC,2022-04-20 12:53:00 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,0,,M_235533_898605,2017,Metropolitan Area Planning Council,Suffolk,South End,"[""Rapid Transit: Newton St""]",,,false,false
2107,1,false,false,false,false,false,false,Old Colony Square,completed, A 20 unit project with 1 commercial unit at the ground floor and 21 parking spaces.,,152 Old Colony Ave,MA,"=""02127""",,,2010,,,,,20,,4,2035,,21,,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3346553954256,-71.0546507995373,true,2011-03-19 07:00:00 UTC,2018-04-24 21:01:00 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236702_898336,2017,Metropolitan Area Planning Council,Suffolk,South Boston,"[""Rapid Transit: Andrew""]",,,,
2105,1,false,false,false,false,false,false,Residences at Jamaica Pond,completed, 17 units 2 affordable on site one off site.  39 parking spaces.  All homeownership.,,80 Pond St,MA,"=""02130""",,,2010,,,,17,17,,,0,,39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3148094636442,-71.1170861714358,false,2011-03-19 07:00:00 UTC,2018-04-24 23:00:27 UTC,Boston,Eligius Homes,false,,,,2,,,,,false,,,,,,M_231567_896107,2017,Metropolitan Area Planning Council,Suffolk,Jamaica Plain,"[""MBTA Key Bus Route: 32"", ""MBTA Key Bus Route: 39""]",,,,
2120,1,false,false,false,false,false,false,Mattapan Heights V,planning," Project involves the construction of 120 units of rental and homeownership units as the Phase V development on the 27 acrea campus, formerly home to the Boston Specialty and Rehabilitation Hospital.",,84 Gladeside Ave,MA,"=""02126""",,,2025,,,,120,120,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2743929319275,-71.0872075241864,false,2011-03-19 07:00:00 UTC,2018-04-24 21:01:32 UTC,Boston,,false,,,,,,,,,false,,,,,,M_234052_891629,2017,Metropolitan Area Planning Council,Suffolk,Mattapan,"[""Rapid Transit: Capen Street""]",,,,
2125,1,false,false,false,false,false,false,MBTA Parcel S,projected, Added by MAPC Based on Forest Hills Improvement Initiative Buildout Study,,137-145 Hyde Park Ave,MA,"=""02130""",,,2030,,,,,0,,,205000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2992840971596,-71.1142565786845,false,2011-03-19 07:00:00 UTC,2018-04-24 21:01:46 UTC,Boston,,true,,,,,,,,,false,,,,,,M_231808_894383,2017,Metropolitan Area Planning Council,Suffolk,Jamaica Plain,"[""Rapid Transit: Forest Hills""]",,,,
2122,1,false,false,false,false,false,false,35-45 Coffey Street,completed, Proposed elderly residential rental project consisting of 46 units of which 5 are to be marketed as affordable.  Project includes 19 surface parking spaces. UPDATE: completion year updated/confirmed.,,35-45 Coffey Street,MA,"=""02122""",,,2008,,0,0,46,46,0,,0,0,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2886524244288,-71.0491066182079,false,2011-03-19 07:00:00 UTC,2022-04-20 12:56:46 UTC,Boston,,false,,,,0,0,0,0,0,false,surface,0,,0,,M_237186_893229,2017,Metropolitan Area Planning Council,Suffolk,Dorchester,[],,,false,false
2121,1,false,false,false,false,false,false,Greenway Planning - Hardware/Nstar,projected,,,75 High St,MA,"=""02110""",,,2035,,,,167,167,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3538857303232,-71.0551344758425,false,2011-03-19 07:00:00 UTC,2018-04-24 21:01:34 UTC,Boston,,true,,,,,,,,,false,,,,,,M_236651_900472,2017,Metropolitan Area Planning Council,Suffolk,Downtown,"[""Rapid Transit: South Station""]",,,,
2119,1,false,false,false,false,false,false,40-44 Harrison Avenue,completed, 2-story addition to exisitng 8-story bldg - 32 residential units,,40-44 Harrison Avenue,MA,"=""02111""",,,2010,,,,,25,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3516139291182,-71.0609383231104,false,2011-03-19 07:00:00 UTC,2018-04-24 21:01:29 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236174_900217,2017,Metropolitan Area Planning Council,Suffolk,Chinatown,"[""Rapid Transit: Chinatown""]",,,,
2124,1,false,false,false,false,false,false,Talbot Avenue Station Area #2,projected, Added by MAPC based on Fairmount Corridor Collaborative Vision report (2005),,58 Wheatland Ave,MA,"=""02124""",,,2025,,,,,100,,,50000,,,,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.2929096866282,-71.0746164016548,true,2011-03-19 07:00:00 UTC,2018-04-24 21:01:44 UTC,Boston,,false,,,,,,,,,false,,,,,,M_235080_893691,2017,Metropolitan Area Planning Council,Suffolk,Dorchester,"[""Rapid Transit: Shawmut""]",,,,
2137,1,true,false,false,false,true,false,Seaport Square: Parcel J - Yotel Seaport Boston,completed,"Lot area for this specific block: 0.27 acres. Boston's first Yotel will open in 2017 in Boston's Seaport District. The building will feature 326 ""cabins,"" approximately 180 square-foot rooms positioned as an affordable option for business travelers.",,47-53 Farnsworth St,MA,"=""02210""",,,2017,,0,0,0,0,0,,99400,326,,,22400.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,42.3523052563211,-71.0473042670711,true,2014-12-11 18:17:18 UTC,2020-02-17 21:48:52 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,,,M_237298_900300,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: Courthouse""]",,,,
2123,1,false,false,false,false,false,false,731 Harrison Avenue,completed," Development to two new buildings and renovation of one existing building into 68 condominum residential units of which 26 units will be affordable, arts work-only studio space, gallery space, workshop & community space, 67 parking spaces & open space",,731 Harrison Avenue,MA,"=""02118""",,,2010,,0,0,68,68,0,,12000,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,42.3380502068416,-71.0716718695484,true,2011-03-19 07:00:00 UTC,2022-06-01 14:40:44 UTC,Boston,,false,,,,0,0,0,0,0,false,,0,,0,,M_235298_898706,2017,Metropolitan Area Planning Council,Suffolk,South End,"[""Rapid Transit: Newton St""]",,,false,false
4504,242,true,false,false,false,false,false,197-201 Green Street,planning,"Developer City Realty is proposing combining two lots into one at 197-201 Green St., razing a vacant professionally-graffitied house and constructing a 4-story mixed-use building.",,197 Green Street,MA,"=""02130""",,4,2021,,0,0,23,23,0,,6000,,6,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3096019441134,-71.1054336442728,true,2018-10-18 13:38:27 UTC,2018-10-18 13:38:27 UTC,Boston,City Realty,true,20,3,,,,,,,false,,,0,,0,M_232527_895525,,Metropolitan Area Planning Council,Suffolk,Jamaica Plain,"[""Rapid Transit: Green Street""]",,,,
4991,566,false,false,false,false,false,false,Taj Hotel,planning,"Updating existing 195 hotel rooms, and adding 16 new hotel rooms. ",,15 Arlington Street,MA,"=""02116""",,,2022,,0,0,0,0,0,,5200,16,,,0.0,0.0,0.0,0.0,0.0,0.0,,5200.0,42.3528066444026,-71.0715489780522,false,2020-01-09 15:12:42 UTC,2020-01-09 15:12:42 UTC,Boston,,false,,,,0,0,0,0,0,false,,,,,,M_235297_900345,,Metropolitan Area Planning Council,Suffolk,Back Bay,"[""Rapid Transit: Arlington""]",,,,
2229,1,true,false,false,false,true,false,Seaport Square: Park Pavillion,planning,,http://www.bostonredevelopmentauthority.org/getattachment/516b60b7-1a09-41fc-9aab-b937a52328a3,73 Seaport Blvd,MA,"=""02210""",,,2027,,,,,0,,,9000,,,,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.352187095179,-71.0469962079771,false,2014-12-23 14:06:41 UTC,2018-04-24 21:08:27 UTC,Boston,,true,,,,,,,,,false,,,,,,M_237326_900288,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: Courthouse""]",,,,
2228,1,true,false,false,false,true,false,Seaport Square: Parcel Q,planning,,http://www.bostonredevelopmentauthority.org/getattachment/516b60b7-1a09-41fc-9aab-b937a52328a3,2327 Stillings St,MA,"=""02210""",,,2027,,,,,0,,,154600,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3509618710105,-71.0465465229289,true,2014-12-23 14:10:19 UTC,2018-04-24 21:08:25 UTC,Boston,,true,,,,,,,,,false,,,,,,M_237357_900149,2017,Metropolitan Area Planning Council,Suffolk,South Boston Waterfront,"[""Rapid Transit: Courthouse""]",,,,
2280,1,false,false,false,false,false,false,Nine Zero Hotel,completed," 19 story luxury hotel and restaurant in the heart of Downtown. Completed in 2002 for $18,000,000, underwent $59million interior overhaul in 2017 (completed in 2018) and sold to Brookfield Properties in September 2017 for over $85million.",,90 Tremont Street,MA,"=""02108""",,19,2002,129200,,,,0,0,175,129200,190,0,85000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129200.0,42.3573389023612,-71.0607045237287,false,2012-08-22 04:00:00 UTC,2018-04-24 21:11:06 UTC,Boston,,false,,,,,,,,,false,,,,,,M_236190_900853,2017,Metropolitan Area Planning Council,Suffolk,Downtown,"[""Rapid Transit: Park Street""]",,,,
2281,1,false,false,false,false,false,false,Dexter Condominiums- 449 Washington Street,completed, New proposal calls for residential units - 56 units with 6 affordable Jfitzgerald_BRA,,449 Washington St,MA,"=""02108""",,,2002,,,,56,56,0,0,0,0,50,3000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3553257824383,-71.0609843425822,false,2012-08-22 04:00:00 UTC,2018-04-24 21:11:08 UTC,Boston,,false,,,,6,,,,,false,,,,,,M_236168_900630,2017,Metropolitan Area Planning Council,Suffolk,Downtown,"[""Rapid Transit: Downtown Crossing""]",,,,
2304,1,false,false,false,false,false,false,17 Morley Street,completed," On 9/15/80, the BRA conveyed Parcel 5 (existing brick--structured townhouse) to Treholm & Roma Turner for a redevelopment of 3-family residential. On 4/12/01, the BRA amended the LDA (dated 9/15/80) from 3-family to 2-family residential.",,17 Morley Street,MA,"=""02119""",,,2015,,0,2,0,2,0,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.3292188315556,-71.0920317143224,false,2015-11-03 18:08:51 UTC,2018-04-24 21:12:14 UTC,Boston,,false,,,,,,,,,false,,,,,,M_233624_897717,2017,Metropolitan Area Planning Council,Suffolk,Roxbury,"[""Rapid Transit: Roxbury Crossing""]",,,,
2307,1,true,false,false,false,false,false,47 Thorndike Street,completed," A vacant, 3-story brick building and abutting site to be developed into supportive office space for Rosie's Place",,47 Thorndike Street,MA,"=""02118""",,,2015,,,,,0,,,2630,,0,1800000,0.0,2630.0,0.0,0.0,0.0,0.0,0.0,,42.3329794546574,-71.0786525364122,false,2015-11-05 16:02:27 UTC,2018-04-24 21:12:21 UTC,Boston,,false,,,,,,,,,false,,,,,,M_234725_898140,2017,Metropolitan Area Planning Council,Suffolk,Roxbury,"[""Rapid Transit: Melnea Cass Blvd""]",,,,
2284,1,false,false,false,false,false,false,Laconia Condominiums- 1180-1200 Washington Street,completed, Proposed development of 100 artist loft / work spaces w/ ground floor retail. A mixed income development proposal. Jfitzgerald_BRA98 loft-style residential and 6 commercial condominiums,,1200 Washington St,MA,"=""02118""",,,1999,,0,0,98,98,0,56,0,0,79,16000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.342891463638,-71.0660567384557,true,2012-08-22 04:00:00 UTC,2018-04-24 21:11:14 UTC,Boston,,false,,,,,,,,,false,,,,,,M_235758_899246,2017,Metropolitan Area Planning Council,Suffolk,South End,"[""Rapid Transit: East Berkeley St""]",,,,
